audio_file_stem,lyric_file_stem,quadrant,genres,popular_genre,label
MT0035241675,MT0035241675,Q2,Pop/Rock,Pop/Rock,0
MT0035285414,MT0035285414,Q2,Pop/Rock,Pop/Rock,0
MT0035332435,MT0035332435,Q1,"Pop/Rock,R&B",Pop/Rock,0
MT0035332835,MT0035332835,Q2,Pop/Rock,Pop/Rock,0
MT0035833639,MT0035833639,Q3,Country,Country,1
MT0035974819,MT0035974819,Q3,"Country,Pop/Rock",Pop/Rock,0
MT0036368550,MT0036368550,Q1,Pop/Rock,Pop/Rock,0
A017,L067,Q4,"Soft Rock,Contemporary Pop/Rock,Pop/Rock",Pop/Rock,0
A061-66,L111-66,Q3,"Alternative/Indie Rock,Adult Alternative Pop/Rock,Pop/Rock",Pop/Rock,0
MT0041030749,MT0041030749,Q4,Holiday,Holiday,11
A168,L168,Q4,"Electronic,Ethnic Fusion,Club/Dance,New Age",Electronic,5
A096-68,L146-68,Q3,Pop/Rock,Pop/Rock,0
A191,L191,Q3,"Dance-Pop,Teen Pop,Pop/Rock",Pop/Rock,0
A172,L172,Q2,"Post-Grunge,Alternative Metal,Pop/Rock,Heavy Metal",Pop/Rock,0
A150-132,L040-132,Q2,"Pop/Rock,Heartland Rock",Pop/Rock,0
A034,L084,Q3,"Heavy Metal,Goth Metal,Doom Metal,Pop/Rock",Pop/Rock,0
A051,L101,Q2,"Pop/Rock,Speed/Thrash Metal,Heavy Metal",Pop/Rock,0
A167,L167,Q1,"Uptown Soul,Pop-Soul,R&B,Soul",R&B,3
A195,L195,Q3,"Pop,Pop/Rock",Pop/Rock,0
A055,L105,Q2,"Album Rock,Contemporary Pop/Rock,Rock & Roll,Hard Rock,Heartland Rock,Pop/Rock",Pop/Rock,0
A171,L171,Q3,"Adult Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Singer/Songwriter",Alternative/Indie Rock,16
A095-113,L145-113,Q1,R&B,R&B,3
A088-136,L138-136,Q4,"Traditional Pop,Standards,Vocal,Vocal Jazz,Jazz",Jazz,2
A066-140,L116-140,Q4,"Holiday,Holidays,Christmas,Celtic New Age,Ethnic Fusion,Pop/Rock,Celtic,International,Adult Alternative,Alternative/Indie Rock,New Age,Contemporary Celtic,Adult Alternative Pop/Rock",Pop/Rock,0
A137-153,L027-153,Q4,"Jazz Blues,Vocal Jazz,Jazz,Alternative/Indie Rock,Adult Alternative Pop/Rock,Pop/Rock",Pop/Rock,0
A151-172,L041-172,Q2,"Hard Rock,Heavy Metal,Album Rock,British Metal,Pop/Rock",Pop/Rock,0
